日付,証明番号,ゲーム,カード番号,キャラ名,セット,仕入値,出品数,全体中央値,TOP中央値,目標価格,損益分岐,乖離率,判定,出品価格
2026-06-18,151333430,Gundam Card Game,037,Gundam Virsago,Dual Impact,27500,1,84.99,84.99,330.98,247.21,289%,薄商い,330.98
2026-06-18,149069726,Pokemon,100,Rayquaza Gx Tag Team Gx All Stars,POKEMON JAPANESE SUN & MOON TAG TEAM GX ALL STARS,24500,21,298.02,249.99,301.98,222.07,1%,適正,301.98
2026-06-18,150684656,Pokemon,350,Iono,POKEMON JAPANESE SV4A-SHINY TREASURE EX,32780,48,307.20,315.99,384.98,291.45,25%,⚠️乖離大,384.98
2026-06-18,145541766,Pokemon,076,Bewear Art,POKEMON JAPANESE SV6A-NIGHT WANDERER,7980,5,91.34,97.40,119.98,83.63,31%,薄商い,119.98
2026-06-18,141534046,Pokemon,030,Pikachu V Amazing Volt Tackle,POKEMON JAPANESE SWORD & SHIELD AMAZING VOLT TACKLE,13800,8,249.00,269.00,185.98,132.40,-25%,薄商い,185.98
2026-06-18,130748343,Pokemon,030,Vaporeon Master Ball Reverse,POKEMON JAPANESE SV8A-TERASTAL FEST EX,17999,77,99.99,100.00,231.98,167.59,132%,⚠️乖離大,231.98
2026-06-18,146362151,Pokemon,127,Rayquaza Reverse,POKEMON JAPANESE M2A-MEGA DREAM EX,21500,72,234.66,229.33,267.98,196.93,14%,適正,267.98
2026-06-18,151333429,Gundam Card Game,003,Banshee (destroy Mode),Newtype Rising,24500,0,,,,,,先行出品,303.98
2026-06-18,145954522,Pokemon,194,Fa/Altaria Vstar Universe,POKEMON JAPANESE SWORD & SHIELD VSTAR UNIVERSE,7980,14,79.89,66.47,119.98,83.63,50%,⚠️乖離大,119.98
2026-06-18,126301275,Pokemon,341,Mimikyu Art,POKEMON JAPANESE SV4A-SHINY TREASURE EX,20680,30,159.99,159.99,257.98,190.06,61%,⚠️乖離大,257.98
2026-06-19,145542120,Pokemon,209,Galarian Obstagoon Art,POKEMON JAPANESE M2A-MEGA DREAM EX,7980,21,54.99,52.99,118.98,83.33,116%,⚠️乖離大,118.98
2026-06-19,102779400,Pokemon,350,Iono,POKEMON JAPANESE SV4A-SHINY TREASURE EX,32780,47,304.00,320.00,382.98,290.39,26%,⚠️乖離大,382.98
2026-06-19,143535453,Pokemon,088,Mega Latias Ex,POKEMON JAPANESE M1S-MEGA SYMPHONIA,16280,84,129.00,127.00,210.98,152.63,64%,⚠️乖離大,210.98
2026-06-19,143815499,Pokemon,225,Mega Eelektross Ex Mega Attack,POKEMON JAPANESE M2A-MEGA DREAM EX,8400,36,79.99,78.93,124.98,86.83,56%,⚠️乖離大,124.98
2026-06-19,135503726,Pokemon,020,Pikachu Mcdonald's,POKEMON JAPANESE M-P PROMO,17380,1037,106.10,106.10,223.98,161.81,111%,⚠️乖離大,223.98
2026-06-19,160098450,Pokemon,087,Frogadier Art,POKEMON JAPANESE M4-NINJA SPINNER,19500,1,199.95,199.95,248.98,179.51,25%,薄商い,248.98
2026-06-19,146362151,Pokemon,127,Rayquaza Reverse,POKEMON JAPANESE M2A-MEGA DREAM EX,21500,71,218.67,213.33,266.98,196.21,22%,適正,266.98
2026-06-19,139482824,Pokemon,139,Garbodor Art,POKEMON JAPANESE SV11W-WHITE FLARE,7800,3,108.74,140.26,116.98,81.82,8%,薄商い,116.98
2026-06-19,140989316,Pokemon,025,Greninja & Zoroark Gx Night Unison,POKEMON JAPANESE SUN & MOON STRENGTH EXPANSION PACK NIGHT UNISON,18480,15,119.00,119.00,236.98,170.99,99%,⚠️乖離大,236.98
2026-06-19,150891067,One Piece CCG,041,Monkey D. Luffy,Promo Cards,39500.0,157,394.67,394.67,453.98,346.58,15%,適正,453.98
2026-06-19,145086679,One Piece CCG,106,Zeus,A Fist of Divine Speed,30000.0,41,1199.99,1244.94,352.98,267.24,-71%,市場高,352.98
2026-06-19,154890371,One Piece CCG,112,Yamato Official Event Prize,Promo Cards,45000.0,66,277.33,316.99,501.98,392.52,81%,⚠️乖離大,501.98
2026-06-19,152179452,One Piece CCG,001,Jewelry Bonney,Extra Booster Egghead Crisis,49999.0,15,479.99,533.32,555.98,434.26,16%,適正,555.98
2026-06-19,139059023,One Piece CCG,113,Jewelry Bonney Mini-Tin Ps VOL.2-Rokushiro,Mini-Tin Pack Set VOL.2,32000.0,8,182.00,182.00,374.98,283.95,106%,薄商い,374.98
2026-06-19,146597977,One Piece CCG,036,Nami,Premium Card Collection -Best Selection VOL.1-,39000.0,71,450.00,461.62,448.98,342.41,-0%,市場高,448.98
2026-06-19,142568894,Pokemon,187,Fa/Charizard Vmax Climax,POKEMON JAPANESE SWORD & SHIELD VMAX CLIMAX,14444.0,104,127.69,127.99,192.98,137.33,51%,⚠️乖離大,192.98
2026-06-19,99737105,One Piece CCG,042,Vinsmoke Reiju,Wings of the Captain,54780.0,20,135.00,129.99,601.98,474.19,346%,⚠️乖離大,601.98
2026-06-19,97120564,One Piece CCG,061,Monkey D. Luffy,Emperors in the New World,82280.0,59,533.33,448.00,861.98,703.86,62%,⚠️乖離大,861.98
2026-06-19,149927511,One Piece CCG,053,Nami,Premium Booster -One Piece Card the Best-,30000.0,10,280.80,250.00,352.98,267.24,26%,薄商い,352.98
2026-06-19,141820394,One Piece CCG,111,Nico Robin Mini-Tin Pk Set VOL.2-Bisai,Mini-Tin Pack Set VOL.2,68000.0,18,901.64,901.33,715.98,584.60,-21%,市場高,715.98
2026-06-19,150891067,One Piece CCG,041,Monkey D. Luffy,Promo Cards,39500.0,157,394.67,394.67,453.98,346.58,15%,適正,453.98
2026-06-19,145086679,One Piece CCG,106,Zeus,A Fist of Divine Speed,30000.0,41,1199.99,1244.94,352.98,267.24,-71%,市場高,352.98
2026-06-19,154890371,One Piece CCG,112,Yamato Official Event Prize,Promo Cards,45000.0,66,277.33,316.99,501.98,392.52,81%,⚠️乖離大,501.98
2026-06-19,152179452,One Piece CCG,001,Jewelry Bonney,Extra Booster Egghead Crisis,49999.0,15,479.99,533.32,555.98,434.26,16%,適正,555.98
2026-06-19,139059023,One Piece CCG,113,Jewelry Bonney Mini-Tin Ps VOL.2-Rokushiro,Mini-Tin Pack Set VOL.2,32000.0,8,182.00,182.00,374.98,283.95,106%,薄商い,374.98
2026-06-19,146597977,One Piece CCG,036,Nami,Premium Card Collection -Best Selection VOL.1-,39000.0,71,450.00,461.62,448.98,342.41,-0%,市場高,448.98
2026-06-19,142568894,Pokemon,187,Fa/Charizard Vmax Climax,POKEMON JAPANESE SWORD & SHIELD VMAX CLIMAX,14444.0,104,127.69,127.99,192.98,137.33,51%,⚠️乖離大,192.98
2026-06-19,99737105,One Piece CCG,042,Vinsmoke Reiju,Wings of the Captain,54780.0,20,135.00,129.99,601.98,474.19,346%,⚠️乖離大,601.98
2026-06-19,97120564,One Piece CCG,061,Monkey D. Luffy,Emperors in the New World,82280.0,59,533.33,448.00,861.98,703.86,62%,⚠️乖離大,861.98
2026-06-19,149927511,One Piece CCG,053,Nami,Premium Booster -One Piece Card the Best-,30000.0,10,280.80,250.00,352.98,267.24,26%,薄商い,352.98
2026-06-19,141820394,One Piece CCG,111,Nico Robin Mini-Tin Pk Set VOL.2-Bisai,Mini-Tin Pack Set VOL.2,68000.0,18,901.64,901.33,715.98,584.60,-21%,市場高,715.98
2026-06-20,154890371,One Piece CCG,112,Yamato Official Event Prize,Promo Cards,45000.0,68,277.33,316.99,501.98,392.40,81%,⚠️乖離大,501.98
2026-06-20,146597977,One Piece CCG,036,Nami,Premium Card Collection -Best Selection VOL.1-,39000.0,73,435.92,421.33,448.98,342.30,3%,適正,448.98
2026-06-20,142568894,Pokemon,187,Fa/Charizard Vmax Climax,POKEMON JAPANESE SWORD & SHIELD VMAX CLIMAX,13900.0,109,127.69,127.99,185.98,132.75,46%,適正,185.98
2026-06-20,99737105,One Piece CCG,042,Vinsmoke Reiju,Wings of the Captain,31000.0,21,129.99,120.00,363.98,275.51,180%,⚠️乖離大,363.98
2026-06-20,147452573,One Piece CCG,016,100 Times Stronger Now,Starter Deck ST29-Egghead,26499.0,0,,,,,,先行出品,325.98
2026-06-20,97120564,One Piece CCG,061,Monkey D. Luffy,Emperors in the New World,39000.0,62,448.00,448.00,448.98,342.30,0%,適正,448.98
2026-06-20,94154017,One Piece CCG,106,Nami,Two Legends,23000.0,73,702.72,640.00,283.98,208.72,-60%,市場高,283.98
2026-06-20,146883004,One Piece CCG,001,Monkey D. Luffy,Carrying On His Will,50000.0,91,320.00,330.67,550.98,434.14,72%,⚠️乖離大,550.98
2026-06-20,146060592,One Piece CCG,002,Trafalgar Law,Romance Dawn,39999.0,37,533.33,482.08,459.98,350.65,-14%,市場高,459.98
2026-06-20,85283184,One Piece CCG,120,Uta,Paramount War,28000.0,120,218.59,202.56,335.98,250.47,54%,⚠️乖離大,335.98
2026-06-20,145542066,Pokemon,014,Voltorb National Beginning,POKEMON JAPANESE BLACK & WHITE NATIONAL BEGINNING,19800,1,218.40,218.40,252.98,182.01,16%,薄商い,252.98
2026-06-20,146028064,Pokemon,066,Exeggutor Art,POKEMON JAPANESE M1L-MEGA BRAVE,7680,43,52.00,50.00,115.98,80.82,123%,⚠️乖離大,115.98
2026-06-20,143730274,Pokemon,072,Fa/Machamp Vmax Vstar Universe,POKEMON JAPANESE SWORD & SHIELD VSTAR UNIVERSE,7800,12,56.36,58.50,116.98,81.82,108%,⚠️乖離大,116.98
2026-06-20,55542036,Pokemon,071,Vaporeon Pokemon Card Gym,POKEMON JAPANESE S PROMO,17380,4,225.02,179.99,223.98,161.80,-0%,薄商い,223.98
2026-06-20,126337871,Pokemon,208,Mew Ex Ultra,POKEMON JAPANESE SV2A-POKEMON 151,65780,48,400.00,396.89,692.98,565.89,73%,⚠️乖離大,692.98
2026-06-20,102779400,Pokemon,350,Iono,POKEMON JAPANESE SV4A-SHINY TREASURE EX,32780,48,304.00,320.00,382.98,290.37,26%,⚠️乖離大,382.98
2026-06-20,146441092,Pokemon,232,Iono's Wattrel SV9 Box Purchase Campaign,POKEMON JAPANESE SV-P PROMO,10000,251,50.00,50.00,139.98,100.19,180%,⚠️乖離大,139.98
2026-06-20,145541765,Pokemon,074,Delibird Art,POKEMON JAPANESE M1S-MEGA SYMPHONIA,7980,12,80.00,80.00,118.98,83.32,49%,適正,118.98
2026-06-20,146441092,Pokemon,232,Iono's Wattrel SV9 Box Purchase Campaign,POKEMON JAPANESE SV-P PROMO,10000,251,50.00,50.00,139.98,100.19,180%,⚠️乖離大,139.98
2026-06-20,139482789,Pokemon,074,Tropius Art,POKEMON JAPANESE SV1A-TRIPLET BEAT,8280,15,77.13,77.13,122.98,85.83,59%,⚠️乖離大,122.98
2026-06-20,140273550,Pokemon,066,Fa/Cramorant V Sword,POKEMON JAPANESE SWORD & SHIELD SWORD,9800,4,133.31,115.40,141.98,98.52,7%,薄商い,141.98
2026-06-20,138665794,Pokemon,215,Fa/Orbeetle Vmax Vmax Climax,POKEMON JAPANESE SWORD & SHIELD VMAX CLIMAX,9800,12,109.00,81.02,141.98,98.52,30%,適正,141.98
2026-06-20,125969846,Pokemon,020,Pikachu Mcdonald's,POKEMON JAPANESE M-P PROMO,16999,1047,105.97,105.97,219.98,158.62,108%,⚠️乖離大,219.98
2026-06-20,145541765,Pokemon,074,Delibird Art,POKEMON JAPANESE M1S-MEGA SYMPHONIA,7980,12,80.00,80.00,118.98,83.32,49%,適正,118.98
2026-06-20,127272109,Pokemon,020,Pikachu Mcdonald's,POKEMON JAPANESE M-P PROMO,18999,1047,105.97,105.97,242.98,175.32,129%,⚠️乖離大,242.98
2026-06-20,145954519,Pokemon,269,Leafeon Vstar Grass Leafeon Vstar S.c.s.,POKEMON JAPANESE S PROMO,9280,7,109.40,85.00,134.98,94.18,23%,薄商い,134.98
2026-06-21,119816956,Pokemon,030,Gallade Ex Emerald Break,POKEMON JAPANESE XY EMERALD BREAK,12000,10,182.40,165.00,163.98,116.88,-10%,薄商い,163.98
2026-06-21,149069740,One Piece CCG,037,Lim,Legacy of the Master,24500,17,155.00,174.99,300.98,221.25,94%,⚠️乖離大,300.98
2026-06-21,128183716,Pokemon,095,Alolan Ninetales Gx Tag Team Gx All Stars,POKEMON JAPANESE SUN & MOON TAG TEAM GX ALL STARS,12800,9,91.77,91.77,172.98,123.56,88%,薄商い,172.98
2026-06-21,125969846,Pokemon,020,Pikachu Mcdonald's,POKEMON JAPANESE M-P PROMO,16999,1054,105.97,105.97,219.98,158.62,108%,⚠️乖離大,219.98
2026-06-21,139153613,Pokemon,195,Fa/Skyla Shiny Star V,POKEMON JAPANESE SWORD & SHIELD SHINY STAR V,17380,44,153.08,199.99,223.98,161.80,46%,適正,223.98
2026-06-21,146362151,Pokemon,127,Rayquaza Reverse,POKEMON JAPANESE M2A-MEGA DREAM EX,21500,66,229.33,229.33,266.98,196.20,16%,適正,266.98
2026-06-21,109111713,Pokemon,130,Terapagos Ex,POKEMON JAPANESE SV7-STELLAR MIRACLE,11880,63,109.99,120.00,161.98,115.88,47%,適正,161.98
2026-06-21,135503726,Pokemon,020,Pikachu Mcdonald's,POKEMON JAPANESE M-P PROMO,17380,1054,105.97,105.97,223.98,161.80,111%,⚠️乖離大,223.98
2026-06-21,146303992,Pokemon,123,Carmine Super,POKEMON JAPANESE SV6-TRANSFORMATION MASK,13500,11,137.99,149.12,180.98,129.41,31%,適正,180.98
2026-06-21,146028064,Pokemon,066,Exeggutor Art,POKEMON JAPANESE M1L-MEGA BRAVE,7680,42,52.00,50.00,115.98,80.82,123%,⚠️乖離大,115.98
2026-06-21,76561970,Pokemon,069,Fa/Braixen Incandescent Arcana,POKEMON JAPANESE SWORD & SHIELD INCANDESCENT ARCANA,11111,33,90.00,108.00,152.98,109.46,70%,⚠️乖離大,152.98
2026-06-21,101473522,Pokemon,122,Pikachu Ex Super,POKEMON JAPANESE SV8-SUPER ELECTRIC BREAKER,38280,47,250.00,249.80,440.98,336.29,76%,⚠️乖離大,440.98
2026-06-21,138665798,Pokemon,108,Fa/Aegislash V Amazing Volt Tackle,POKEMON JAPANESE SWORD & SHIELD AMAZING VOLT TACKLE,9800,1,91.16,91.16,141.98,98.52,56%,薄商い,141.98
2026-06-21,142931324,Pokemon,014,Greninja V Fm.pcg-Pikachu V Deck,POKEMON JAPANESE SWORD & SHIELD FAMILY POKEMON CARD GAME,12800,7,145.00,186.30,172.98,123.56,19%,薄商い,172.98
2026-06-21,144241821,Pokemon,126,Mega Dragonite Ex,POKEMON JAPANESE M2A-MEGA DREAM EX,7680,38,73.60,73.60,115.98,80.82,58%,⚠️乖離大,115.98
2026-06-21,145954453,Pokemon,110,Kangaskhan Art,POKEMON JAPANESE SV10-GLORY OF TEAM ROCKET,7680,17,80.73,90.01,115.98,80.82,44%,適正,115.98
2026-06-21,102779400,Pokemon,350,Iono,POKEMON JAPANESE SV4A-SHINY TREASURE EX,32780,47,304.00,320.00,382.98,290.37,26%,⚠️乖離大,382.98
2026-06-21,145541709,Pokemon,191,Fa/Absol Vstar Universe,POKEMON JAPANESE SWORD & SHIELD VSTAR UNIVERSE,9800,25,65.00,67.68,141.98,98.52,118%,⚠️乖離大,141.98
2026-06-21,142931331,Pokemon,020,Pikachu V 25th Anniversary Coll.,POKEMON JAPANESE 25TH ANNIVERSARY COLLECTION,21800,47,130.00,125.00,269.98,198.70,108%,⚠️乖離大,269.98
2026-06-21,143730283,Pokemon,037,Fa/Sr Calyrex Vmax Jet-Black Spirit,POKEMON JAPANESE SWORD & SHIELD JET-BLACK SPIRIT,8500,3,128.00,128.00,125.98,87.66,-2%,薄商い,125.98
2026-06-21,123592368,Pokemon,210,Fa/Leafeon Vstar Vstar Universe,POKEMON JAPANESE SWORD & SHIELD VSTAR UNIVERSE,20680,48,129.00,132.15,256.98,189.35,99%,⚠️乖離大,256.98
2026-06-21,76565191,Pokemon,258,Fa/Friends in Galar Vmax Climax,POKEMON JAPANESE SWORD & SHIELD VMAX CLIMAX,18480,0,,,,,,先行出品,234.98
2026-06-21,127272109,Pokemon,020,Pikachu Mcdonald's,POKEMON JAPANESE M-P PROMO,18999,1061,105.97,105.97,242.98,175.32,129%,⚠️乖離大,242.98
2026-06-21,138665794,Pokemon,215,Fa/Orbeetle Vmax Vmax Climax,POKEMON JAPANESE SWORD & SHIELD VMAX CLIMAX,9800,12,109.00,81.02,141.98,98.52,30%,適正,141.98
2026-06-21,141534046,Pokemon,030,Pikachu V Amazing Volt Tackle,POKEMON JAPANESE SWORD & SHIELD AMAZING VOLT TACKLE,13800,4,269.00,269.00,184.98,131.91,-31%,薄商い,184.98
2026-06-21,149832553,Pokemon,227,Pikachu Ex Reverse,POKEMON JAPANESE MC-START DECK 100 BATTLE COLLECTION,38280,10,419.10,375.00,440.98,336.29,5%,薄商い,440.98
2026-06-21,135503726,Pokemon,020,Pikachu Mcdonald's,POKEMON JAPANESE M-P PROMO,17380,1061,105.97,105.97,223.98,161.80,111%,⚠️乖離大,223.98
2026-06-21,146441092,Pokemon,232,Iono's Wattrel SV9 Box Purchase Campaign,POKEMON JAPANESE SV-P PROMO,10000,251,50.00,50.00,139.98,100.19,180%,⚠️乖離大,139.98
2026-06-21,149198378,Pokemon,223,Mega Charizard X Ex Mega Attack,POKEMON JAPANESE M2A-MEGA DREAM EX,39380,214,220.00,220.00,452.98,345.48,106%,⚠️乖離大,452.98
2026-06-22,154890371,One Piece CCG,112,Yamato Official Event Prize,Promo Cards,45000.0,68,277.33,317.37,500.98,392.01,81%,⚠️乖離大,500.98
2026-06-22,146597977,One Piece CCG,036,Nami,Premium Card Collection -Best Selection VOL.1-,39000.0,73,450.00,427.00,447.98,341.97,-0%,市場高,447.98
2026-06-22,142568894,Pokemon,187,Fa/Charizard Vmax Climax,POKEMON JAPANESE SWORD & SHIELD VMAX CLIMAX,13900.0,110,127.69,129.00,185.98,132.62,46%,適正,185.98
2026-06-22,99737105,One Piece CCG,042,Vinsmoke Reiju,Wings of the Captain,31000.0,21,129.99,129.99,362.98,275.24,179%,⚠️乖離大,362.98
2026-06-22,147452573,One Piece CCG,016,100 Times Stronger Now,Starter Deck ST29-Egghead,26499.0,0,,,,,,先行出品,325.98
2026-06-22,97120564,One Piece CCG,061,Monkey D. Luffy,Emperors in the New World,39000.0,71,448.00,448.00,447.98,341.97,-0%,市場高,447.98
2026-06-22,94154017,One Piece CCG,106,Nami,Two Legends,23000.0,73,640.00,618.67,283.98,208.52,-56%,市場高,283.98
2026-06-22,139896178,One Piece CCG,062,Nico Robin,Emperors in the New World,21000.0,33,240.73,249.99,260.98,191.84,8%,適正,260.98
2026-06-22,95809477,One Piece CCG,051,Boa Hancock,500 Years in the Future,37000.0,136,618.67,672.99,425.98,325.29,-31%,市場高,425.98
2026-06-22,146883004,One Piece CCG,001,Monkey D. Luffy,Carrying On His Will,50000.0,93,320.00,325.00,549.98,433.72,72%,⚠️乖離大,549.98
2026-06-22,146060592,One Piece CCG,002,Trafalgar Law,Romance Dawn,39999.0,35,533.33,531.20,458.98,350.30,-14%,市場高,458.98
2026-06-22,85283184,One Piece CCG,120,Uta,Paramount War,28000.0,130,207.43,199.99,334.98,250.22,61%,⚠️乖離大,334.98
2026-06-22,154890371,One Piece CCG,112,Yamato Official Event Prize,Promo Cards,45000.0,67,277.33,317.37,500.98,392.01,81%,⚠️乖離大,500.98
2026-06-22,146597977,One Piece CCG,036,Nami,Premium Card Collection -Best Selection VOL.1-,39000.0,73,450.00,427.00,447.98,341.97,-0%,市場高,447.98
2026-06-22,142568894,Pokemon,187,Fa/Charizard Vmax Climax,POKEMON JAPANESE SWORD & SHIELD VMAX CLIMAX,13900.0,110,127.69,129.00,185.98,132.62,46%,適正,185.98
2026-06-22,99737105,One Piece CCG,042,Vinsmoke Reiju,Wings of the Captain,31000.0,21,129.99,129.99,362.98,275.24,179%,⚠️乖離大,362.98
2026-06-22,147452573,One Piece CCG,016,100 Times Stronger Now,Starter Deck ST29-Egghead,26499.0,0,,,,,,先行出品,325.98
2026-06-22,97120564,One Piece CCG,061,Monkey D. Luffy,Emperors in the New World,39000.0,70,448.00,448.00,447.98,341.97,-0%,市場高,447.98
2026-06-22,94154017,One Piece CCG,106,Nami,Two Legends,23000.0,73,640.00,618.67,283.98,208.52,-56%,市場高,283.98
2026-06-22,139896178,One Piece CCG,062,Nico Robin,Emperors in the New World,21000.0,33,240.73,249.99,260.98,191.84,8%,適正,260.98
2026-06-22,95809477,One Piece CCG,051,Boa Hancock,500 Years in the Future,37000.0,136,618.67,672.99,425.98,325.29,-31%,市場高,425.98
2026-06-22,146883004,One Piece CCG,001,Monkey D. Luffy,Carrying On His Will,50000.0,93,320.00,325.00,549.98,433.72,72%,⚠️乖離大,549.98
2026-06-22,146060592,One Piece CCG,002,Trafalgar Law,Romance Dawn,39999.0,35,533.33,531.20,458.98,350.30,-14%,市場高,458.98
2026-06-22,85283184,One Piece CCG,120,Uta,Paramount War,28000.0,129,207.43,199.99,334.98,250.22,61%,⚠️乖離大,334.98
2026-06-22,154890371,One Piece CCG,112,Yamato Official Event Prize,Promo Cards,45000.0,67,277.33,317.37,500.98,392.01,81%,⚠️乖離大,500.98
2026-06-22,146597977,One Piece CCG,036,Nami,Premium Card Collection -Best Selection VOL.1-,39000.0,73,450.00,427.00,447.98,341.97,-0%,市場高,447.98
2026-06-22,142568894,Pokemon,187,Fa/Charizard Vmax Climax,POKEMON JAPANESE SWORD & SHIELD VMAX CLIMAX,13900.0,110,127.69,129.00,185.98,132.62,46%,適正,185.98
2026-06-22,99737105,One Piece CCG,042,Vinsmoke Reiju,Wings of the Captain,31000.0,21,129.99,129.99,362.98,275.24,179%,⚠️乖離大,362.98
2026-06-22,147452573,One Piece CCG,016,100 Times Stronger Now,Starter Deck ST29-Egghead,26499.0,0,,,,,,先行出品,325.98
2026-06-22,97120564,One Piece CCG,061,Monkey D. Luffy,Emperors in the New World,39000.0,70,448.00,448.00,447.98,341.97,-0%,市場高,447.98
2026-06-22,94154017,One Piece CCG,106,Nami,Two Legends,23000.0,73,640.00,618.67,283.98,208.52,-56%,市場高,283.98
2026-06-22,139896178,One Piece CCG,062,Nico Robin,Emperors in the New World,21000.0,33,240.73,249.99,260.98,191.84,8%,適正,260.98
2026-06-22,95809477,One Piece CCG,051,Boa Hancock,500 Years in the Future,37000.0,136,618.67,672.99,425.98,325.29,-31%,市場高,425.98
2026-06-22,146883004,One Piece CCG,001,Monkey D. Luffy,Carrying On His Will,50000.0,93,320.00,325.00,549.98,433.72,72%,⚠️乖離大,549.98
2026-06-22,146060592,One Piece CCG,002,Trafalgar Law,Romance Dawn,39999.0,35,533.33,531.20,458.98,350.30,-14%,市場高,458.98
2026-06-22,85283184,One Piece CCG,120,Uta,Paramount War,28000.0,130,207.43,199.99,334.98,250.22,61%,⚠️乖離大,334.98
2026-06-22,154890371,One Piece CCG,112,Yamato Official Event Prize,Promo Cards,45000.0,67,277.33,317.37,500.98,391.98,81%,⚠️乖離大,500.98
2026-06-22,146597977,One Piece CCG,036,Nami,Premium Card Collection -Best Selection VOL.1-,39000.0,72,450.00,427.00,447.98,341.94,-0%,市場高,447.98
2026-06-22,142568894,Pokemon,187,Fa/Charizard Vmax Climax,POKEMON JAPANESE SWORD & SHIELD VMAX CLIMAX,13900.0,110,127.69,129.00,185.98,132.60,46%,適正,185.98
2026-06-22,99737105,One Piece CCG,042,Vinsmoke Reiju,Wings of the Captain,31000.0,22,135.00,129.99,362.98,275.22,169%,⚠️乖離大,362.98
2026-06-22,147452573,One Piece CCG,016,100 Times Stronger Now,Starter Deck ST29-Egghead,26499.0,0,,,,,,先行出品,325.98
2026-06-22,97120564,One Piece CCG,061,Monkey D. Luffy,Emperors in the New World,39000.0,68,448.00,448.00,447.98,341.94,-0%,市場高,447.98
2026-06-22,94154017,One Piece CCG,106,Nami,Two Legends,23000.0,75,618.67,618.67,283.98,208.50,-54%,市場高,283.98
2026-06-22,139896178,One Piece CCG,062,Nico Robin,Emperors in the New World,21000.0,34,249.99,249.99,260.98,191.82,4%,適正,260.98
2026-06-22,95809477,One Piece CCG,051,Boa Hancock,500 Years in the Future,37000.0,137,533.33,661.59,425.98,325.26,-20%,市場高,425.98
2026-06-22,146883004,One Piece CCG,001,Monkey D. Luffy,Carrying On His Will,50000.0,94,320.00,325.00,549.98,433.68,72%,⚠️乖離大,549.98
2026-06-22,146060592,One Piece CCG,002,Trafalgar Law,Romance Dawn,39999.0,36,533.33,531.20,458.98,350.27,-14%,市場高,458.98
2026-06-22,85283184,One Piece CCG,120,Uta,Paramount War,28000.0,131,207.43,199.99,334.98,250.20,61%,⚠️乖離大,334.98
2026-06-22,107512388,One Piece CCG,015,Jewelry Bonney,Extra Booster -Anime 25th Collection-,24900.0,0,,,,,,先行出品,307.98
2026-06-22,152179452,One Piece CCG,001,Jewelry Bonney,Extra Booster Egghead Crisis,62345.0,18,474.67,474.67,656.98,536.63,38%,⚠️乖離大,656.98
2026-06-22,107512388,One Piece CCG,015,Jewelry Bonney,Extra Booster -Anime 25th Collection-,24900.0,0,,,,,,先行出品,306.98
2026-06-22,152179452,One Piece CCG,001,Jewelry Bonney,Extra Booster Egghead Crisis,62345.0,18,474.67,474.67,656.98,536.08,38%,⚠️乖離大,656.98
2026-06-22,150891067,One Piece CCG,041,Monkey D. Luffy,Promo Cards,38888.0,166,383.10,380.77,446.98,340.65,17%,適正,446.98
2026-06-22,88045098,One Piece CCG,091,Rebecca,Awakening of the New Era,13000.0,124,266.00,245.42,174.98,124.97,-34%,市場高,174.98
2026-06-22,110349651,Pokemon,307,Fa/Charizard V Shiny Star V,POKEMON JAPANESE SWORD & SHIELD SHINY STAR V,52580,70,304.90,304.90,576.98,454.47,89%,⚠️乖離大,576.98
2026-06-22,86989358,One Piece CCG,012,Yamato,Promo Cards,24444,20,450.27,474.07,299.98,220.19,-33%,市場高,299.98
2026-06-22,72133653,One Piece CCG,078,Boa Hancock,Romance Dawn,38000,109,400.00,415.49,436.98,333.07,9%,適正,436.98
2026-06-22,140362929,Pokemon,014,Zoroark Extra Regulation Box,POKEMON JAPANESE EXTRA REGULATION BOX,19800,2,251.46,218.40,251.98,181.52,0%,薄商い,251.98
2026-06-22,149069732,Pokemon,239,Mega Hawlucha Ex,POKEMON JAPANESE M2A-MEGA DREAM EX,16000,43,115.00,116.00,207.98,149.88,81%,⚠️乖離大,207.98
2026-06-22,149069728,Pokemon,111,Oricorio Ex,POKEMON JAPANESE M2-INFERNO X,34000,86,168.00,155.00,395.98,299.76,136%,⚠️乖離大,395.98
2026-06-22,112328650,One Piece CCG,109,Monkey D. Luffy Pcc -One Piece DAY'24-,Premium Card Collection -One Piece DAY'24-,35555,157,300.00,307.99,409.98,312.71,37%,適正,409.98
2026-06-22,145954516,Pokemon,108,Rocket's Raticate Art,POKEMON JAPANESE SV10-GLORY OF TEAM ROCKET,7800,26,65.00,69.50,116.98,81.60,80%,⚠️乖離大,116.98
2026-06-22,142725984,Pokemon,051,Fa/Gyarados Gx Ultradimensional Beasts,POKEMON JAPANESE SUN & MOON ULTRADIMENSIONAL BEASTS,59700,15,299.95,319.99,645.98,513.76,115%,⚠️乖離大,645.98
2026-06-22,152169794,One Piece CCG,061,Donquixote Rosinante,Legacy of the Master,21800,5,119.99,237.40,268.98,198.18,124%,薄商い,268.98
2026-06-22,142725996,Pokemon,056,Houndoom Spirit Link Red Flash-1st Edition,POKEMON JAPANESE XY RED FLASH,29600,5,119.95,119.95,352.98,263.12,194%,薄商い,352.98
2026-06-22,146028057,Pokemon,189,Fa/Solrock Vstar Universe,POKEMON JAPANESE SWORD & SHIELD VSTAR UNIVERSE,7980,10,59.00,65.00,118.98,83.10,102%,薄商い,118.98
