kuji_url,series_name,prize,prize_title,size_cm,image_url,release_year,kuji_price_jpy,mercari_url,cost_jpy
https://1kuji.com/products/winbre6,一番くじ WIND BREAKER -原作5周年-,A賞,桜 遥フィギュア,13,https://1kuji.com/ogp.jpg,2026,850,,
https://1kuji.com/products/winbre6,一番くじ WIND BREAKER -原作5周年-,B賞,蘇枋 隼飛フィギュア,14,https://1kuji.com/ogp.jpg,2026,850,,
https://1kuji.com/products/winbre6,一番くじ WIND BREAKER -原作5周年-,ラストワン賞,梅宮・桜フィギュア,15,https://1kuji.com/ogp.jpg,2026,850,,
