kuji_url,series_name,prize,prize_title,size_cm,image_url,release_year,kuji_price_jpy,mercari_url,cost_jpy
https://1kuji.com/products/jojo_24,一番くじ ジョジョの奇妙な冒険 The Gathering of STARS,A賞,ジョナサン・ジョースター MASTERLISE,27,https://1kuji.com/ogp.jpg,2026,850,https://jp.mercari.com/item/m89006904899,8000
https://1kuji.com/products/jojo_24,一番くじ ジョジョの奇妙な冒険 The Gathering of STARS,B賞,ジョセフ・ジョースター MASTERLISE,27,https://1kuji.com/ogp.jpg,2026,850,https://jp.mercari.com/item/m24193925048,9000
https://1kuji.com/products/jojo_24,一番くじ ジョジョの奇妙な冒険 The Gathering of STARS,C賞,空条承太郎 MASTERLISE,27,https://1kuji.com/ogp.jpg,2026,850,https://jp.mercari.com/item/m26592676177,14000
https://1kuji.com/products/jojo_24,一番くじ ジョジョの奇妙な冒険 The Gathering of STARS,D賞,東方仗助 MASTERLISE,26,https://1kuji.com/ogp.jpg,2026,850,https://jp.mercari.com/item/m63061990746,9500
https://1kuji.com/products/jojo_24,一番くじ ジョジョの奇妙な冒険 The Gathering of STARS,E賞,ジョルノ・ジョバァーナ MASTERLISE,21,https://1kuji.com/ogp.jpg,2026,850,https://jp.mercari.com/item/m21724441261,10000
https://1kuji.com/products/jojo_24,一番くじ ジョジョの奇妙な冒険 The Gathering of STARS,F賞,空条徐倫 MASTERLISE,22,https://1kuji.com/ogp.jpg,2026,850,https://jp.mercari.com/item/m94109344703,6000
https://1kuji.com/products/jojo_24,一番くじ ジョジョの奇妙な冒険 The Gathering of STARS,G賞,大皿,19,https://1kuji.com/ogp.jpg,2026,850,,
https://1kuji.com/products/jojo_24,一番くじ ジョジョの奇妙な冒険 The Gathering of STARS,K賞,クリアポスター,24,https://1kuji.com/ogp.jpg,2026,850,,
https://1kuji.com/products/jojo_24,一番くじ ジョジョの奇妙な冒険 The Gathering of STARS,ラストワン賞,ジョニィ・ジョースター＆ジャイロ・ツェペリ MASTERLISE PLUS,24,https://1kuji.com/ogp.jpg,2026,850,,
